NatDex;Pokemon;HP;Atk;Def;SpA;SpD;Spe;Total;Type I;Type II;Ability I;Ability II;Hidden Ability;EV Worth;Gender;Egg Group I;Egg Group II;Catch;Evolve;Unnamed: 20;Is_Mega;Has_Evolution;Is_Dual_Type;Type_I_encoded;Type_II_encoded;Type_Bug;Type_Dark;Type_Dragon;Type_Electric;Type_Fairy;Type_Fighting;Type_Fire;Type_Flying;Type_Ghost;Type_Grass;Type_Ground;Type_Ice;Type_Normal;Type_Poison;Type_Psychic;Type_Rock;Type_Steel;Type_Water;vs_Normal;vs_Fire;vs_Water;vs_Electric;vs_Grass;vs_Ice;vs_Fighting;vs_Poison;vs_Ground;vs_Flying;vs_Psychic;vs_Bug;vs_Rock;vs_Ghost;vs_Dragon;vs_Dark;vs_Steel;vs_Fairy;n_weaknesses;n_resistances;n_immunities;n_x4_weaknesses;defensive_score_type;Bulk;Offensive_Score;Defensive_Score;Physical_Bias;Speed_Class;Catch_numeric;Catch_Difficulty
130.0;Mega Gyarados;95;155;109;70;130;81;640.0;Water;Dark;Mold Breaker;;;;;;;;;;True;0;1;17;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;0.5;1.0;0.5;1.0;0.5;1.0;2.0;1.0;2.0;1.0;2.0;2.0;0.5;0.5;1.0;0.5;5;6;0;0;1;334;112.5;11.133.333.333.333.300;85;Average;;128.0
131.0;Lapras;130;85;80;85;95;60;535.0;Water;Ice;Water Absorb;Shell Armor;Hydration;2 HP;Neutral;Monster;Water 1;45;N;;False;0;1;17;11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.25;1.0;1.0;0.5;1.0;1.0;4.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;0.5;1.0;3;3;0;1;0;305;85.0;10.166.666.666.666.600;0;Slow;45.0;210.0
132.0;Ditto;48;48;48;48;48;48;288.0;Normal;;Limber;;Imposter;1 HP;;Ditto;;35;N;;False;0;0;12;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0;1;1;0;3;144;48.0;48.0;0;Very Slow;35.0;220.0
133.0;Eevee;55;55;50;45;65;55;325.0;Normal;;Run Away;Adaptability;Anticipation;1 SpD;M (87.5%);Field;;45;;;False;0;0;12;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0;1;1;0;3;170;50.0;56.666.666.666.666.600;10;Slow;45.0;210.0
133.0;Partner Eevee;65;75;70;65;85;75;435.0;Normal;;;;;1 SpD;M (87.5%);;;;N;;False;0;0;12;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0;1;1;0;3;220;70.0;7.333.333.333.333.330;10;Average;;128.0
134.0;Vaporeon;130;65;60;110;95;65;525.0;Water;;Water Absorb;;Hydration;2 HP;M (87.5%);Field;;45;Water Stone;;False;1;0;17;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;0.5;1.0;0.5;1.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0;0.5;1.0;1.0;1.0;3;3;0;0;0;285;87.5;95.0;-45;Slow;45.0;210.0
135.0;Jolteon;65;65;60;110;95;130;525.0;Electric;;Volt Absorb;;Quick Feet;2 Spe;M (87.5%);Field;;45;Thunderstone;;False;1;0;3;12;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;0.5;0.5;1.0;1.0;1.0;0.0;2.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0;2;4;1;0;4;220;87.5;7.333.333.333.333.330;-45;Elite;45.0;210.0
136.0;Flareon;65;130;60;95;110;65;525.0;Fire;;Flash Fire;;Guts;2 Atk;M (87.5%);Field;;45;Fire Stone;;False;1;0;6;12;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.5;0.5;1.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;2.0;0.5;1.0;0.5;1.0;2.0;1.0;4;4;0;0;0;235;112.5;7.833.333.333.333.330;35;Slow;45.0;210.0
137.0;Porygon;65;60;70;85;75;40;395.0;Normal;;Trace;Download;Analytic;1 SpA;;Mineral;;45;;;False;0;0;12;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0;1;1;0;3;210;72.5;70.0;-25;Very Slow;45.0;210.0
138.0;Omanyte;35;40;100;90;55;35;355.0;Rock;Water;Swift Swim;Shell Armor;Weak Armor;1 Def;M (87.5%);Water 1;Water 3;45;;;False;0;1;15;18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;4.0;0.5;1.0;0.5;2.0;0.5;1.0;1.0;2.0;1.0;2.0;2.0;1.0;0.5;1.0;0.5;1.0;5;5;0;1;0;190;65.0;63.333.333.333.333.300;-50;Very Slow;45.0;210.0
139.0;Omastar;70;60;125;115;70;55;495.0;Rock;Water;Swift Swim;Shell Armor;Weak Armor;2 Def;M (87.5%);Water 1;Water 3;45;Lv. 40;;False;1;1;15;18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;4.0;0.5;1.0;0.5;2.0;0.5;1.0;1.0;2.0;1.0;2.0;2.0;1.0;0.5;1.0;0.5;1.0;5;5;0;1;0;265;87.5;8.833.333.333.333.330;-55;Slow;45.0;210.0
140.0;Kabuto;30;80;90;55;45;55;355.0;Rock;Water;Swift Swim;Battle Armor;Weak Armor;1 Def;M (87.5%);Water 1;Water 3;45;;;False;0;1;15;18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;4.0;0.5;1.0;0.5;2.0;0.5;1.0;1.0;2.0;1.0;2.0;2.0;1.0;0.5;1.0;0.5;1.0;5;5;0;1;0;165;67.5;55.0;25;Slow;45.0;210.0
141.0;Kabutops;60;115;105;65;70;80;495.0;Rock;Water;Swift Swim;Battle Armor;Weak Armor;2 Atk;M (87.5%);Water 1;Water 3;45;Lv. 40;;False;1;1;15;18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;4.0;0.5;1.0;0.5;2.0;0.5;1.0;1.0;2.0;1.0;2.0;2.0;1.0;0.5;1.0;0.5;1.0;5;5;0;1;0;235;90.0;7.833.333.333.333.330;50;Average;45.0;210.0
142.0;Aerodactyl;80;105;65;60;75;130;515.0;Rock;Flying;Rock Head;Pressure;Unnerve;2 Spe;M (87.5%);Flying;;45;N;;False;0;1;15;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;2.0;1.0;0.5;2.0;2.0;1.0;1.0;0.5;2.0;1.0;4.0;0.5;1.0;1.0;1.0;0.5;1.0;5;4;0;1;-1;220;82.5;7.333.333.333.333.330;45;Elite;45.0;210.0
142.0;Mega Aerodactyl;80;135;85;70;95;150;615.0;Rock;Flying;Tough Claws;;;;;;;;;;True;0;1;15;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;2.0;1.0;0.5;2.0;2.0;1.0;1.0;0.5;2.0;1.0;4.0;0.5;1.0;1.0;1.0;0.5;1.0;5;4;0;1;-1;260;102.5;8.666.666.666.666.660;65;Elite;;128.0
143.0;Snorlax;160;110;65;65;110;30;540.0;Normal;;Immunity;Thick Fat;Gluttony;2 HP;M (87.5%);Monster;;25;Friendship;;False;1;0;12;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0;1;1;0;3;335;87.5;11.166.666.666.666.600;45;Very Slow;25.0;230.0
144.0;Articuno;90;85;100;95;125;85;580.0;Ice;Flying;Pressure;;Snow Cloak;3 SpD;;-;;3;N;;False;0;1;11;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.5;0.5;0.5;4.0;0.5;2.0;1.0;2.0;2.0;1.0;2.0;0.5;1.0;2.0;1.0;0.5;1.0;6;6;0;1;0;315;90.0;105.0;-10;Average;3.0;252.0
144.0;Articuno-Galarian;90;85;85;125;100;95;580.0;Psychic;Flying;Competitive;;;3 SpA;;N;;;N;;False;0;1;14;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.5;2.0;1.0;4.0;2.0;1.0;1.0;0.5;2.0;0.5;1.0;1.0;0.0;0.5;1.0;4;5;1;1;3;275;105.0;9.166.666.666.666.660;-40;Average;;128.0
145.0;Zapdos;90;90;85;125;90;100;580.0;Electric;Flying;Pressure;;Static;3 SpA;;-;;3;N;;False;0;1;3;7;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;0.25;1.0;1.0;2.0;1.0;0.0;2.0;1.0;2.0;0.5;1.0;0.5;1.0;1.0;1.0;4;4;1;0;2;265;107.5;8.833.333.333.333.330;-35;Fast;3.0;252.0
145.0;Zapdos-Galarian;90;125;90;85;90;100;580.0;Fighting;Flying;Defiant;;;3 Atk;;N;;;N;;False;0;1;5;7;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;0.5;2.0;2.0;2.0;0.5;1.0;0.5;0.5;1.0;1.0;0.0;1.0;2.0;2.0;0.5;6;6;1;0;2;270;105.0;90.0;40;Fast;;128.0
146.0;Moltres;90;100;90;125;85;90;580.0;Fire;Flying;Pressure;;Flame Body;3 SpA;;-;;3;N;;False;0;1;6;7;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.5;0.5;0.5;4.0;2.0;2.0;1.0;1.0;1.0;1.0;4.0;0.25;1.0;0.5;1.0;2.0;1.0;5;5;0;2;0;265;112.5;8.833.333.333.333.330;-25;Average;3.0;252.0
146.0;Moltres-Galarian;90;85;90;100;125;90;580.0;Dark;Flying;Berserk;;;3 SpD;;N;;;N;;False;0;1;1;7;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.5;2.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;0.5;2.0;1.0;0.5;1.0;0.5;4;4;0;0;0;305;92.5;10.166.666.666.666.600;-15;Average;;128.0
147.0;Dratini;41;64;45;50;50;50;300.0;Dragon;;Shed Skin;;Marvel Scale;1 Atk;Neutral;Water 1;Dragon;45;;;False;0;0;2;12;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;0.5;0.0;1;2;1;0;3;136;57.0;45.333.333.333.333.300;14;Slow;45.0;210.0
148.0;Dragonair;61;84;65;70;70;70;420.0;Dragon;;Shed Skin;;Marvel Scale;2 Atk;Neutral;Water 1;Dragon;45;Lv. 30;;False;1;0;2;12;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;0.5;0.0;1;2;1;0;3;196;77.0;6.533.333.333.333.330;14;Average;45.0;210.0
149.0;Dragonite;91;134;95;100;100;80;600.0;Dragon;Flying;Inner Focus;;Multiscale;3 Atk;Neutral;Water 1;Dragon;45;Lv. 55;;False;1;1;2;7;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.5;2.0;1.0;2.0;1.0;1.0;1.0;1.0;2.0;0.5;1.0;2.0;1.0;0.5;0.0;4;4;1;0;2;286;117.0;9.533.333.333.333.330;34;Average;45.0;210.0
149.0;Mega-Dragonite;91;124;115;145;125;100;700.0;Dragon;Flying;Multiscale;;;;;;;;;;True;0;1;2;7;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.5;2.0;1.0;2.0;1.0;1.0;1.0;1.0;2.0;0.5;1.0;2.0;1.0;0.5;0.0;4;4;1;0;2;331;134.5;11.033.333.333.333.300;-21;Fast;;128.0
150.0;Mega Mewtwo X;106;190;100;154;100;130;780.0;Psychic;Fighting;Steadfast;;;;;;;;;;True;0;1;14;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;0.5;0.25;0.5;2.0;0.0;1.0;0.0;1.0;0.5;4;6;2;0;6;306;172.0;102.0;36;Elite;;128.0
150.0;Mega Mewtwo Y;106;150;70;194;120;140;780.0;Psychic;;Insomnia;;;;;;;;;;True;0;0;14;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;0.0;0.5;1.0;2;3;1;0;3;296;172.0;9.866.666.666.666.660;-44;Elite;;128.0
150.0;Mewtwo;106;110;90;154;90;130;680.0;Psychic;;Pressure;;Unnerve;3 SpA;;-;;3;N;;False;0;0;14;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;0.0;0.5;1.0;2;3;1;0;3;286;132.0;9.533.333.333.333.330;-44;Elite;3.0;252.0
151.0;Mew;100;100;100;100;100;100;600.0;Psychic;;Synchronize;;;3 HP;;-;;45;N;;False;0;0;14;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;0.0;0.5;1.0;2;3;1;0;3;300;100.0;100.0;0;Fast;45.0;210.0
152.0;Chikorita;45;49;65;49;65;45;318.0;Grass;;Overgrow;;Leaf Guard;1 SpD;M (87.5%);Monster;Grass;45;;;False;0;0;9;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.5;2.0;1.0;0.5;1.0;1.0;0.5;2.0;0.5;1.0;0.5;2.0;1.0;0.5;1.0;0.5;1.0;3;7;0;0;4;175;49.0;58.333.333.333.333.300;0;Very Slow;45.0;210.0
153.0;Bayleef;60;62;80;63;80;60;405.0;Grass;;Overgrow;;Leaf Guard;1 Def/1 SpD;M (87.5%);Monster;Grass;45;Lv. 16;;False;1;0;9;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.5;2.0;1.0;0.5;1.0;1.0;0.5;2.0;0.5;1.0;0.5;2.0;1.0;0.5;1.0;0.5;1.0;3;7;0;0;4;220;62.5;7.333.333.333.333.330;-1;Slow;45.0;210.0
154.0;Mega-Meganium;80;92;115;143;115;80;625.0;Grass;Fairy;Mega-Sol;;;;;;;;;;True;0;1;9;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.25;2.0;1.0;0.5;1.0;2.0;0.25;2.0;0.5;1.0;0.5;2.0;1.0;1.0;2.0;0.25;1.0;5;6;0;0;1;310;117.5;10.333.333.333.333.300;-51;Average;;128.0
154.0;Meganium;80;82;100;83;100;80;525.0;Grass;;Overgrow;;Leaf Guard;1 Def/2 SpD;M (87.5%);Monster;Grass;45;Lv. 32;;True;1;0;9;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.5;2.0;1.0;0.5;1.0;1.0;0.5;2.0;0.5;1.0;0.5;2.0;1.0;0.5;1.0;0.5;1.0;3;7;0;0;4;280;82.5;9.333.333.333.333.330;-1;Average;45.0;210.0
155.0;Cyndaquil;39;52;43;60;50;65;309.0;Fire;;Blaze;;Flash Fire;1 Spe;M (87.5%);Field;;45;;;False;0;0;6;12;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.5;0.5;1.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;2.0;0.5;1.0;0.5;1.0;2.0;1.0;4;4;0;0;0;132;56.0;44.0;-8;Slow;45.0;210.0
156.0;Quilava;58;64;58;80;65;80;405.0;Fire;;Blaze;;Flash Fire;1 SpA/1 Spe;M (87.5%);Field;;45;Lv. 14;;False;1;0;6;12;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.5;0.5;1.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;2.0;0.5;1.0;0.5;1.0;2.0;1.0;4;4;0;0;0;181;72.0;60.333.333.333.333.300;-16;Average;45.0;210.0
157.0;Typhlosion;78;84;78;109;85;100;534.0;Fire;;Blaze;;Flash Fire;3 SpA;M (87.5%);Field;;45;Lv. 36;;False;1;0;6;12;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.5;0.5;1.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;2.0;0.5;1.0;0.5;1.0;2.0;1.0;4;4;0;0;0;241;96.5;8.033.333.333.333.330;-25;Fast;45.0;210.0
157.0;Typhlosion-Hisuian;73;84;78;119;85;95;534.0;Ghost;Fire;Blaze;;Flash Fire;3 SpA;M (87.5%);;;;Level 36 (Hisui Only);;False;1;1;8;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.5;1.0;2.0;2.0;1.0;1.0;1.0;1.0;2.0;2.0;0.5;2.0;0.5;0.5;2.0;1.0;6;6;1;0;2;236;101.5;7.866.666.666.666.660;-35;Average;;128.0
158.0;Totodile;50;65;64;44;48;43;314.0;Water;;Torrent;;Sheer Force;1 Atk;M (87.5%);Monster;Water 1;45;;;False;0;0;17;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;0.5;1.0;0.5;1.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0;0.5;1.0;1.0;1.0;3;3;0;0;0;162;54.5;54.0;21;Very Slow;45.0;210.0
159.0;Croconaw;65;80;80;59;63;58;405.0;Water;;Torrent;;Sheer Force;1 Atk/1 Def;M (87.5%);Monster;Water 1;45;Lv. 18;;False;1;0;17;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;0.5;1.0;0.5;1.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0;0.5;1.0;1.0;1.0;3;3;0;0;0;208;69.5;6.933.333.333.333.330;21;Slow;45.0;210.0
160.0;Feraligatr;85;105;100;79;83;78;530.0;Water;;Torrent;;Sheer Force;2 Atk/1 Def;M (87.5%);Monster;Water 1;45;Lv. 30;;False;1;0;17;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;0.5;1.0;0.5;1.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0;0.5;1.0;1.0;1.0;3;3;0;0;0;268;92.0;8.933.333.333.333.330;26;Average;45.0;210.0
160.0;Mega-Feraligatr;85;160;125;89;93;78;630.0;Water;Dragon;Dragonize;;;;;;;;;;True;0;1;17;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;0.5;1.0;0.5;1.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;0.5;0.0;3;4;1;0;3;303;124.5;101.0;71;Average;;128.0
161.0;Sentret;35;46;34;35;45;20;215.0;Normal;;Run Away;Keen Eye;Frisk;1 Atk;Neutral;Field;;255;;;False;0;0;12;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0;1;1;0;3;114;40.5;38.0;11;Very Slow;255.0;0.0
162.0;Furret;85;76;64;45;55;90;415.0;Normal;;Run Away;Keen Eye;Frisk;2 Spe;Neutral;Field;;90;Lv. 15;;False;1;0;12;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0;1;1;0;3;204;60.5;68.0;31;Average;90.0;165.0
163.0;Hoothoot;60;30;30;36;56;50;262.0;Normal;Flying;Insomnia;Keen Eye;Tinted Lens;1 HP;Neutral;Flying;;255;;;False;0;1;12;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.5;2.0;1.0;2.0;1.0;1.0;1.0;1.0;2.0;0.5;0.0;1.0;1.0;1.0;1.0;3;3;1;0;2;146;33.0;48.666.666.666.666.600;-6;Slow;255.0;0.0
164.0;Noctowl;100;50;50;86;96;70;452.0;Normal;Flying;Insomnia;Keen Eye;Tinted Lens;2 HP;Neutral;Flying;;90;Lv. 20;;False;1;1;12;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.5;2.0;1.0;2.0;1.0;1.0;1.0;1.0;2.0;0.5;0.0;1.0;1.0;1.0;1.0;3;3;1;0;2;246;68.0;82.0;-36;Average;90.0;165.0
165.0;Ledyba;40;20;30;40;80;55;265.0;Bug;Flying;Swarm;Early Bird;Rattled;1 SpD;Neutral;Bug;;255;;;False;0;1;0;7;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.5;1.0;0.5;4.0;1.0;1.0;0.5;1.0;0.5;2.0;2.0;0.5;0.5;1.0;2.0;0.5;0.5;4;8;0;1;4;150;30.0;50.0;-20;Slow;255.0;0.0
166.0;Ledian;55;35;50;55;110;85;390.0;Bug;Flying;Swarm;Early Bird;Iron Fist;2 SpD;Neutral;Bug;;90;Lv. 18;;False;1;1;0;7;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.5;1.0;0.5;4.0;1.0;1.0;0.5;1.0;0.5;2.0;2.0;0.5;0.5;1.0;2.0;0.5;0.5;4;8;0;1;4;215;45.0;7.166.666.666.666.660;-20;Average;90.0;165.0
167.0;Spinarak;40;60;40;40;40;30;250.0;Bug;Poison;Swarm;Insomnia;Sniper;1 Atk;Neutral;Bug;;255;;;False;0;1;0;14;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.5;1.0;1.0;4.0;1.0;0.5;0.25;0.5;0.5;2.0;1.0;1.0;0.25;1.0;2.0;0.0;1.0;3;7;1;1;6;120;50.0;40.0;20;Very Slow;255.0;0.0
168.0;Ariados;70;90;70;60;70;40;400.0;Bug;Poison;Swarm;Insomnia;Sniper;2 Atk;Neutral;Bug;;90;Lv. 22;;False;1;1;0;14;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.5;1.0;1.0;4.0;1.0;0.5;0.25;0.5;0.5;2.0;1.0;1.0;0.25;1.0;2.0;0.0;1.0;3;7;1;1;6;210;75.0;70.0;30;Very Slow;90.0;165.0
169.0;Crobat;85;90;80;70;80;130;535.0;Poison;Flying;Inner Focus;;Infiltrator;3 Spe;Neutral;Flying;;90;Friendship;;False;1;1;13;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.5;4.0;1.0;2.0;0.5;0.5;1.0;1.0;2.0;0.5;0.5;1.0;1.0;0.0;2.0;4;6;1;1;4;245;80.0;8.166.666.666.666.660;20;Elite;90.0;165.0
